Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Sheet Protectors (50pk) Standard,149.26,249.9,219,Office Supplies,International,14,2230
Report Covers (12pk) Pro,125.8,196.31,1081,Office Supplies,East Coast,13,3731
Clipboard Plus,52.18,69.1,642,Office Supplies,East Coast,7,2521
Pen Holder Heavy Duty,89.52,123.59,1519,Office Supplies,East Coast,9,3656
Office Chair Ergonomic V3,457.93,564.85,94,Furniture,International,2,172
Standing Desk Single,336.92,400.8,17,Furniture,West Coast,1,105
L-Shaped Desk Standard,89.55,107.05,25,Furniture,East Coast,0,139
Bookshelf 5-Tier Mini,117.82,158.73,22,Furniture,East Coast,2,190
Filing Cabinet 3-Drawer XL,966.24,1153.62,52,Furniture,Primary,0,131
Conference Table Mini,209.87,272.25,32,Furniture,Midwest,1,195
Guest Chair Lite,1058.31,1437.12,41,Furniture,East Coast,2,139
Desk Lamp V2,581.44,775.43,50,Furniture,Midwest,1,127
Floor Mat XL,650.32,829.73,32,Furniture,West Coast,0,110
Monitor Riser Premium,160.26,209.05,8,Furniture,Primary,0,171
Storage Cabinet Standard,633.63,811.4,80,Furniture,International,0,167
Coat Rack Premium,155.61,186.85,59,Furniture,International,1,114
Waste Basket Eco,1009.15,1215.04,35,Furniture,South,1,159
Desk Drawer Unit Eco,1042.49,1337.08,82,Furniture,Midwest,1,116
Computer Desk Pro,592.63,655.41,27,Furniture,East Coast,2,179
Gaming Chair Bulk,659.58,876.58,83,Furniture,South,0,135
Recliner V3,839.06,1149.98,42,Furniture,West Coast,0,140
Sofa 3-Seater Max,1137.63,1297.35,39,Furniture,Midwest,2,133
Coffee Table Compact,127.35,174.52,85,Furniture,South,1,142
Side Table Compact,104.98,123.88,91,Furniture,East Coast,0,187
TV Stand Standard,687.83,855.21,76,Furniture,East Coast,2,101
Shoe Rack V2,636.96,730.73,48,Furniture,South,0,130
Wardrobe Premium,565.21,731.67,9,Furniture,Midwest,0,135
Dresser Single,317.51,396.78,62,Furniture,International,0,102
Nightstand Heavy Duty,500.56,684.23,97,Furniture,East Coast,2,191
Bed Frame Queen Max,112.56,143.67,46,Furniture,Midwest,1,185
Mattress Queen Bulk,410.74,556.35,44,Furniture,East Coast,1,199
Dining Table 6-seat Single,313.35,406.16,88,Furniture,East Coast,2,152
Dining Chair Premium,1128.04,1543.0,7,Furniture,Primary,0,184
Bar Stool V2,885.67,1171.84,5,Furniture,West Coast,0,178
Kitchen Island Eco,817.13,1097.24,46,Furniture,International,1,138
Pantry Cabinet Compact,195.32,221.5,69,Furniture,Primary,2,119
Bathroom Vanity Plus,298.16,364.0,56,Furniture,West Coast,0,146
Mirror Cabinet Lite,882.95,1087.78,35,Furniture,Primary,2,185
Laundry Hamper Mini,825.1,1024.44,93,Furniture,South,2,196
Room Divider Max,456.58,577.88,81,Furniture,West Coast,0,149
Accent Chair Mini,1128.87,1449.86,65,Furniture,Primary,1,100
Ottoman Lite,47.76,54.85,3,Furniture,West Coast,2,170
Console Table V2,582.76,642.47,75,Furniture,West Coast,1,112
Bench Storage Heavy Duty,70.06,81.47,5,Furniture,Primary,1,158
All-Purpose Cleaner Standard,10.91,15.61,1452,Cleaning,South,27,5611
Glass Cleaner Plus,34.86,58.96,3278,Cleaning,Midwest,23,8088
Disinfectant Spray Heavy Duty,25.55,34.65,4700,Cleaning,West Coast,41,9094
Floor Cleaner V2,2.8,4.51,2432,Cleaning,East Coast,46,7125
Bathroom Cleaner Heavy Duty,37.88,49.15,2200,Cleaning,International,44,7350
Degreaser V3,4.29,7.11,4643,Cleaning,Midwest,43,7272
Air Freshener Compact,34.63,46.48,4049,Cleaning,Midwest,23,5747
Microfiber Cloths (12pk) Compact,26.02,42.52,2559,Cleaning,West Coast,37,9253
Sponges (6pk) V3,16.03,25.54,4333,Cleaning,West Coast,37,6375
Rubber Gloves (3pk) Eco,16.34,26.92,757,Cleaning,West Coast,21,7321
Trash Bags 13gal (50pk) Compact,21.49,36.4,2810,Cleaning,West Coast,19,6959
Paper Towels (12pk) Lite,31.32,45.75,4892,Cleaning,Midwest,47,7080
Toilet Paper (24pk) Compact,20.79,26.28,247,Cleaning,South,27,5618
Hand Soap (6pk) Heavy Duty,17.64,30.06,3451,Cleaning,Primary,30,5567
Hand Sanitizer Plus,34.44,44.19,4416,Cleaning,West Coast,30,9880
Mop Plus,10.05,12.88,1185,Cleaning,South,29,9718
Broom Mini,6.87,10.42,3359,Cleaning,East Coast,29,9286
Dustpan Pro,4.85,6.43,4075,Cleaning,West Coast,17,6851
Vacuum Bags (6pk) XL,38.85,64.45,2338,Cleaning,International,24,5105
Dish Soap Max,30.55,52.95,151,Cleaning,Midwest,50,8362
Dishwasher Tablets (30pk) Pro,27.46,46.33,306,Cleaning,East Coast,50,9582
Laundry Detergent Plus,7.31,11.36,824,Cleaning,East Coast,14,9102
Fabric Softener Mini,2.82,4.77,4273,Cleaning,International,35,9126
Stain Remover V3,9.02,12.57,1836,Cleaning,West Coast,21,9347
Bleach Mini,30.72,44.37,1261,Cleaning,South,39,8493
Duster Extendable V3,23.41,36.21,4434,Cleaning,East Coast,28,5478
Window Squeegee Max,4.11,5.94,2962,Cleaning,International,34,6602
Toilet Brush Single,29.04,46.8,1664,Cleaning,South,48,8120
Plunger Mini,30.93,48.47,1613,Cleaning,International,14,8776
Drain Cleaner Heavy Duty,29.25,38.09,373,Cleaning,East Coast,13,5394
Lint Roller Premium,28.54,38.46,3578,Cleaning,West Coast,34,6073
Carpet Cleaner Eco,26.23,45.35,2133,Cleaning,South,50,5020
Wood Polish Bulk,22.21,29.87,3333,Cleaning,International,43,9123
Stainless Steel Cleaner XL,22.08,35.89,4742,Cleaning,South,42,7668
Oven Cleaner XL,33.08,57.73,507,Cleaning,East Coast,25,6399
Grout Cleaner Standard,17.46,27.28,3229,Cleaning,International,18,8972
First Aid Kit Pro,6.48,7.93,479,Safety,Primary,8,1434
Fire Extinguisher Mini,59.64,71.24,286,Safety,East Coast,7,1383
Safety Goggles Single,158.52,227.3,560,Safety,Primary,2,1803
Work Gloves Heavy Duty,107.41,159.73,831,Safety,International,4,1754
Hard Hat Standard,111.58,139.38,619,Safety,Midwest,6,1700
Safety Vest Single,126.19,170.63,201,Safety,East Coast,2,1092
Ear Plugs (50pk) Plus,131.83,173.4,415,Safety,Primary,9,1579
Dust Masks (50pk) Compact,120.53,165.17,23,Safety,South,6,1677
Face Shields (5pk) Standard,91.08,117.98,498,Safety,East Coast,8,1689
Safety Boots Plus,17.51,24.02,309,Safety,Midwest,10,1630
Knee Pads Single,184.56,229.23,300,Safety,International,7,1871
Back Support Belt Eco,92.41,130.93,881,Safety,Midwest,6,1263
Anti-Fatigue Mat Eco,55.65,73.19,739,Safety,East Coast,7,1101
Wet Floor Sign Max,41.15,47.98,199,Safety,West Coast,4,1823
Safety Cone Plus,23.9,30.12,771,Safety,West Coast,7,1744
Fire Blanket Plus,80.59,112.37,63,Safety,South,6,1451
Smoke Detector Mini,21.8,29.68,716,Safety,Primary,8,1904
Carbon Monoxide Detector Mini,37.34,46.56,652,Safety,International,5,1542
Emergency Kit Premium,41.32,51.94,982,Safety,Primary,9,1970
Flashlight Heavy Duty Mini,150.12,173.0,551,Safety,International,5,1003
Batteries AA (24pk) V2,145.61,187.33,851,Safety,Midwest,6,1237
Batteries AAA (24pk) Single,129.43,180.05,626,Safety,Midwest,5,1519
Extension Cord 25ft Heavy Duty,15.43,22.14,653,Safety,South,2,1956
Power Strip 6-outlet Single,107.29,133.66,886,Safety,West Coast,8,1531
Cable Cover V3,195.93,229.08,215,Safety,Midwest,5,1062
Lockout Tagout Kit Mini,152.11,196.74,267,Safety,South,8,1719
Spill Kit Single,117.01,140.1,663,Safety,Primary,6,1291
Eye Wash Station V2,93.78,123.59,835,Safety,International,8,1475
Chemical Storage Cabinet Lite,195.43,261.03,693,Safety,Primary,2,1458
Gas Detector Pro,12.05,15.8,976,Safety,International,10,1636
Cardboard Box Small Lite,1.76,2.75,1991,Packaging,International,43,13628
Cardboard Box Medium Eco,72.44,87.62,7321,Packaging,East Coast,89,19823
Cardboard Box Large Pro,53.87,68.5,1558,Packaging,Primary,66,13350
Bubble Wrap Roll Heavy Duty,78.62,98.37,6265,Packaging,Primary,25,17851
Packing Peanuts Compact,77.23,94.96,3739,Packaging,West Coast,68,14041
Shipping Tape (6pk) Pro,37.99,51.32,9622,Packaging,Primary,42,17396
Labels (500pk) Plus,17.67,23.44,8670,Packaging,International,68,16299
Poly Mailers (100pk) XL,50.28,74.41,4947,Packaging,South,84,18859
Shrink Wrap Roll Pro,29.58,46.77,4929,Packaging,West Coast,30,13707
Packing Paper (25lb) Heavy Duty,38.41,51.74,1430,Packaging,Midwest,56,16721
Foam Sheets (50pk) V3,19.97,31.09,3988,Packaging,West Coast,29,10776
Strapping Tape Max,53.63,81.58,2848,Packaging,Primary,41,11246
Pallet Wrap XL,7.13,10.55,8988,Packaging,International,88,16758
Void Fill Heavy Duty,71.29,94.29,9202,Packaging,South,60,10514
Tissue Paper (100pk) Eco,34.49,54.09,7128,Packaging,East Coast,42,19329
Gift Boxes (12pk) Plus,23.92,32.58,8307,Packaging,International,61,15045
Ribbon Roll Max,61.08,78.69,8434,Packaging,South,43,17450
Gift Bags (24pk) Single,63.39,85.32,9715,Packaging,Midwest,78,18139
Kraft Paper Roll Plus,44.31,58.19,803,Packaging,South,90,17480
Corrugated Roll Heavy Duty,21.51,30.29,3390,Packaging,West Coast,27,18681
Coffee Beans 1lb Mini,42.91,50.56,1413,Food & Beverage,Midwest,29,4885
Ground Coffee 2lb Max,40.21,54.64,1881,Food & Beverage,South,29,4956
Tea Bags (100pk) V3,13.72,17.31,1213,Food & Beverage,South,30,4505
Sugar 5lb Mini,44.86,61.94,317,Food & Beverage,West Coast,12,4835
Creamer (50pk) Bulk,16.38,19.83,1191,Food & Beverage,Midwest,11,3863
Cups 12oz (100pk) Premium,12.53,18.01,2836,Food & Beverage,South,28,4010
Lids 12oz (100pk) Bulk,13.01,18.12,1394,Food & Beverage,Midwest,15,3761
Stirrers (1000pk) Heavy Duty,43.84,63.51,1625,Food & Beverage,Primary,26,5968
Napkins (500pk) Mini,3.76,5.55,306,Food & Beverage,Midwest,15,5608
Paper Plates (100pk) Bulk,6.21,9.26,947,Food & Beverage,Midwest,8,4089
Plastic Cutlery Set (200pk) V3,35.86,47.43,1436,Food & Beverage,West Coast,26,3435
Water Bottles (24pk) Lite,47.14,66.32,1822,Food & Beverage,International,8,3693
Snack Bars (12pk) Standard,37.69,49.65,2153,Food & Beverage,South,28,4090
Nuts Variety (6pk) Eco,13.39,16.01,1605,Food & Beverage,Primary,16,3024
Dried Fruit (6pk) Heavy Duty,48.91,66.32,2255,Food & Beverage,Midwest,26,3109
Crackers (8pk) Max,13.97,18.87,1188,Food & Beverage,West Coast,12,5152
Peanut Butter Max,33.72,46.6,1203,Food & Beverage,International,16,4698
Jelly XL,22.3,32.13,2939,Food & Beverage,International,16,5774
Canned Soup (6pk) Standard,17.45,21.78,2758,Food & Beverage,South,20,5246
Canned Tuna (6pk) Standard,10.92,14.24,1041,Food & Beverage,International,19,4681
Rice 10lb Single,26.46,33.19,1388,Food & Beverage,International,12,5467
Pasta (6pk) Eco,16.8,23.43,39,Food & Beverage,Primary,27,5427
Olive Oil V2,45.9,63.47,1978,Food & Beverage,Midwest,12,3744
Vinegar Max,44.77,63.9,2926,Food & Beverage,West Coast,30,4912
Salt & Pepper Set Lite,45.77,55.85,2220,Food & Beverage,South,14,4851
Spice Rack Standard,21.67,31.95,2288,Food & Beverage,Primary,26,5073
Honey Compact,26.17,34.22,2815,Food & Beverage,International,27,3201
Granola Eco,14.96,21.75,2942,Food & Beverage,Primary,8,4190
Protein Powder XL,26.61,34.32,109,Food & Beverage,International,19,3809
Electrolyte Mix (30pk) XL,44.24,62.17,921,Food & Beverage,Primary,30,4873
Wireless Mouse Bulk,677.57,1049.02,264,Electronics,East Coast,4,530
Mechanical Keyboard Heavy Duty,488.05,589.44,43,Electronics,International,1,716
USB-C Hub Max,156.79,247.42,220,Electronics,South,4,604
Webcam HD V2,404.44,550.8,477,Electronics,South,4,989
Bluetooth Speaker XL,8.69,13.49,361,Electronics,West Coast,1,671
Portable Charger Single,421.06,557.43,317,Electronics,West Coast,3,518
HDMI Cable Mini,304.78,400.78,321,Electronics,West Coast,4,861
SSD 1TB Eco,125.89,145.48,7,Electronics,Primary,5,716
RAM 16GB XL,420.79,637.04,62,Electronics,Midwest,2,876
Graphics Card Bulk,176.88,276.68,171,Electronics,East Coast,1,721
CPU Processor Heavy Duty,209.08,322.03,84,Electronics,West Coast,5,538
Motherboard Compact,766.17,1024.0,303,Electronics,East Coast,3,524
Power Supply 750W Max,472.86,544.9,114,Electronics,East Coast,4,972
PC Case V2,118.94,142.88,105,Electronics,Midwest,4,762
Monitor 27 inch Lite,412.04,566.09,495,Electronics,West Coast,4,914
Laptop Stand Heavy Duty,230.89,338.98,394,Electronics,West Coast,2,730
Noise Cancelling Headphones Eco,753.04,1063.4,407,Electronics,West Coast,5,839
Smart Watch V3,292.98,466.78,477,Electronics,International,4,567
Fitness Tracker Mini,133.99,183.11,28,Electronics,International,4,825
Wireless Earbuds Standard,486.12,745.93,92,Electronics,South,5,812
Tablet 10 inch V2,324.33,379.71,181,Electronics,East Coast,4,565
E-Reader Pro,263.42,338.55,243,Electronics,South,2,910
Smart Plug Eco,528.43,831.0,236,Electronics,East Coast,5,817
WiFi Router XL,90.39,142.64,119,Electronics,West Coast,1,724
Network Switch Heavy Duty,335.61,472.49,53,Electronics,Midwest,3,703
External HDD 2TB Heavy Duty,634.9,987.19,275,Electronics,East Coast,5,877
Flash Drive 64GB Premium,10.36,13.55,62,Electronics,South,1,602
Memory Card 128GB Eco,774.13,979.05,200,Electronics,West Coast,5,820
Desk Lamp LED Premium,474.57,616.93,365,Electronics,Primary,3,705
Phone Charger Premium,19.95,29.15,326,Electronics,East Coast,1,946
Screen Protector Bulk,680.06,980.58,285,Electronics,West Coast,5,752
Phone Case V2,60.15,73.34,6,Electronics,Midwest,3,903
Laptop Sleeve XL,92.99,127.38,72,Electronics,Primary,1,987
Monitor Arm V2,474.06,681.41,449,Electronics,Midwest,3,604
Keyboard Wrist Rest V3,375.78,436.68,396,Electronics,Primary,2,896
Mouse Pad XL Bulk,779.91,1081.92,91,Electronics,East Coast,3,964
Cable Management Kit Eco,185.85,235.88,427,Electronics,Midwest,5,988
Surge Protector Compact,652.87,776.67,219,Electronics,West Coast,5,712
UPS Battery Single,500.66,713.83,270,Electronics,East Coast,2,580
Microphone USB V3,377.83,463.38,444,Electronics,South,3,702
Ring Light V3,226.16,270.5,294,Electronics,South,3,549
Green Screen Compact,93.87,136.24,372,Electronics,Midwest,2,655
Streaming Deck Pro,537.17,810.05,368,Electronics,Midwest,5,932
Capture Card Premium,624.37,740.88,189,Electronics,Midwest,1,785
VR Headset XL,537.14,763.35,441,Electronics,East Coast,5,571
Drone Camera Max,759.0,1137.38,296,Electronics,East Coast,4,626
Action Camera V3,696.83,1074.09,464,Electronics,International,5,784
Digital Camera Eco,671.46,918.73,197,Electronics,International,2,927
Camera Lens Standard,520.26,617.8,498,Electronics,Primary,1,654
Tripod Lite,787.69,1097.94,163,Electronics,Midwest,5,769
Camera Bag Single,673.2,892.12,99,Electronics,South,5,861
Ballpoint Pens (12pk) V3,116.84,202.11,1447,Office Supplies,West Coast,15,3828
Sticky Notes (8pk) Lite,91.07,122.72,720,Office Supplies,South,17,3548
File Folders (24pk) V2,52.64,80.48,1924,Office Supplies,Midwest,18,3037
Printer Paper A4 V2,127.84,183.08,953,Office Supplies,Midwest,7,2522
Ink Cartridge Black Plus,78.08,133.72,1425,Office Supplies,South,20,3075
Ink Cartridge Color Single,78.87,100.82,1894,Office Supplies,South,11,2118
Desk Organizer V2,95.89,164.18,1955,Office Supplies,Midwest,16,2416
Paper Shredder V3,113.59,174.56,938,Office Supplies,West Coast,16,2206
Laminator Premium,145.11,180.1,1444,Office Supplies,Primary,14,2304
Label Maker Bulk,24.48,37.77,1611,Office Supplies,South,16,2648
Whiteboard 48x36 Premium,96.85,122.99,700,Office Supplies,Midwest,12,3739
Markers (8pk) Heavy Duty,146.53,186.55,1725,Office Supplies,West Coast,12,2085
Eraser Mini,97.92,154.5,671,Office Supplies,International,6,3184
Stapler Premium,8.88,13.05,44,Office Supplies,Primary,5,2024
Staples (5000pk) Eco,108.16,185.37,1500,Office Supplies,Midwest,15,3613
Tape Dispenser Plus,11.14,17.18,938,Office Supplies,International,20,2150
Scissors Single,139.65,213.84,1139,Office Supplies,West Coast,7,3247
Paper Clips (100pk) Plus,74.87,99.35,1033,Office Supplies,South,5,3091
Binder Clips (24pk) Max,97.21,122.66,1794,Office Supplies,Midwest,11,2802
Rubber Bands (1lb) V3,124.85,173.02,1143,Office Supplies,East Coast,5,3064
Envelopes (100pk) Bulk,106.38,162.55,1246,Office Supplies,International,12,3938
Notebooks (6pk) Standard,49.26,85.71,242,Office Supplies,West Coast,14,2757
Planner 2024 XL,38.35,48.01,624,Office Supplies,Midwest,14,2963
Calculator Pro,60.6,84.1,686,Office Supplies,East Coast,7,2806
Ruler Pro,38.36,58.02,1585,Office Supplies,International,19,2813
Hole Punch Plus,31.68,38.09,415,Office Supplies,West Coast,9,2461
Letter Tray Lite,110.54,142.45,1181,Office Supplies,South,17,2264
Magazine Rack Standard,90.43,116.72,708,Office Supplies,East Coast,7,2095
Bulletin Board Compact,62.92,96.0,667,Office Supplies,East Coast,5,2134
Push Pins (100pk) Single,24.14,36.34,393,Office Supplies,International,9,2963
Correction Tape (3pk) Max,20.22,29.63,1544,Office Supplies,Midwest,18,3976
Glue Sticks (6pk) Max,126.85,174.34,556,Office Supplies,International,10,2238
Index Cards (200pk) Single,108.01,181.67,1347,Office Supplies,East Coast,18,2832
Graph Paper Pad V3,57.91,85.82,1667,Office Supplies,West Coast,6,2439
Legal Pads (3pk) V2,121.23,186.78,1438,Office Supplies,South,15,3936
Presentation Folders (25pk) Single,58.65,91.49,853,Office Supplies,South,12,2103
Sheet Protectors (50pk) XL,79.92,129.98,1670,Office Supplies,Midwest,8,3559
Report Covers (12pk) Max,34.7,58.7,163,Office Supplies,South,11,3958
Clipboard V3,123.53,174.49,582,Office Supplies,International,11,2630
Pen Holder Premium,35.62,62.5,1509,Office Supplies,Midwest,5,2976
Office Chair Ergonomic Max,557.66,637.95,71,Furniture,South,1,151
Standing Desk XL,821.08,939.62,55,Furniture,Primary,2,130
L-Shaped Desk Bulk,415.6,564.52,86,Furniture,Primary,1,188
Bookshelf 5-Tier Compact,943.87,1060.46,47,Furniture,West Coast,2,174
Filing Cabinet 3-Drawer Plus,766.63,1043.46,2,Furniture,Primary,1,147
Conference Table V3,51.91,67.0,63,Furniture,East Coast,1,121
Guest Chair Max,963.47,1153.78,81,Furniture,International,2,118
Desk Lamp Single,938.29,1188.68,16,Furniture,International,2,123
Floor Mat XL,289.8,370.88,15,Furniture,International,1,171
Monitor Riser Bulk,1036.43,1440.52,12,Furniture,Primary,2,132
Storage Cabinet Pro,234.81,262.24,62,Furniture,International,2,156
Coat Rack Premium,653.81,904.33,58,Furniture,Primary,1,159
Waste Basket V3,489.32,541.43,82,Furniture,International,2,158
Desk Drawer Unit Lite,68.58,84.32,41,Furniture,International,0,193
Computer Desk Pro,638.2,783.36,67,Furniture,South,1,169
Gaming Chair Mini,804.09,1108.95,51,Furniture,South,2,106
Recliner V3,362.13,505.5,100,Furniture,South,1,113
Sofa 3-Seater Standard,533.95,736.39,81,Furniture,South,0,139
Coffee Table Plus,964.46,1155.65,57,Furniture,International,1,178
Side Table Plus,1074.86,1346.53,43,Furniture,International,0,117
TV Stand Eco,817.58,1110.19,6,Furniture,South,2,144
Shoe Rack Mini,813.72,1000.54,41,Furniture,South,1,183
Wardrobe Single,908.96,1015.02,87,Furniture,Midwest,1,120
Dresser V2,200.24,265.39,43,Furniture,West Coast,0,103
Nightstand XL,361.91,439.56,56,Furniture,Primary,1,109
Bed Frame Queen Heavy Duty,98.92,115.32,43,Furniture,International,1,152
Mattress Queen Lite,1177.84,1302.41,23,Furniture,West Coast,1,134
Dining Table 6-seat Lite,559.3,616.68,47,Furniture,East Coast,2,158
Dining Chair Plus,845.37,930.9,58,Furniture,South,1,171
Bar Stool Eco,321.47,441.82,11,Furniture,East Coast,2,168
Kitchen Island Standard,291.33,400.17,85,Furniture,South,2,195
Pantry Cabinet XL,1125.11,1319.94,44,Furniture,West Coast,0,150
Bathroom Vanity Premium,537.94,705.93,35,Furniture,East Coast,2,103
Mirror Cabinet Standard,289.39,362.72,66,Furniture,West Coast,1,103
Laundry Hamper V3,420.18,472.7,18,Furniture,West Coast,1,102
Room Divider V3,484.53,558.82,66,Furniture,International,0,182
Accent Chair Bulk,583.0,743.35,16,Furniture,Midwest,2,106
Ottoman Standard,417.09,480.16,52,Furniture,South,1,109
Console Table Compact,59.32,65.66,76,Furniture,Primary,0,168
Bench Storage Premium,944.4,1121.94,30,Furniture,East Coast,0,128
All-Purpose Cleaner XL,31.76,54.32,4068,Cleaning,Midwest,23,9317
Glass Cleaner Pro,13.01,22.0,2590,Cleaning,Primary,24,5127
Disinfectant Spray Eco,27.45,44.37,1926,Cleaning,East Coast,13,9527
Floor Cleaner Eco,18.2,29.83,2016,Cleaning,South,23,7348
Bathroom Cleaner Standard,36.05,54.28,1608,Cleaning,Midwest,12,9726
Degreaser Max,28.1,47.33,2963,Cleaning,International,13,7593
Air Freshener Compact,7.06,9.52,950,Cleaning,Midwest,38,7976
Microfiber Cloths (12pk) Heavy Duty,18.66,24.64,3827,Cleaning,East Coast,32,5562
Sponges (6pk) V2,11.81,17.17,3610,Cleaning,West Coast,50,7048
